participant_id,age,av_disclose_performance,av_reduce_injuries,av_report_safety,av_school_zone,av_share_data,av_speed_limit,av_two_drivers,bikegph_member,bikepgh_position,bikepgh_should_advocate,elaborate_bikepgh_position,end_date,familiar_av_tech,feel_safe_avs,feel_safe_cars,herzberg_death_change_opinion,interacted_av_biking,interacted_av_walking,interaction_details,negative_av_interaction,other_av_regulations,other_comments,own_car,own_smartphone,paying_attention_av_news,positive_av_interaction,regulate_av_testing,start_date,thoughts_pgh_av_testing,year,zipcode
45,,,Maybe,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Agree,I am convinced AV is coming. Just need to make sure technology can operate safely when overtaking/operating near cyclists.,02/22/2017 1:13:09 PM PST,Somewhat familiar,3.0,2.0,,Yes,Yes,Waiting at 4 way stop. AV had right of way (heading from my right to left) but car at top of intersection went first forcing operator to jam on brake.,,,,,,To a moderate extent,,Yes,02/22/2017 1:10:12 PM PST,Neutral,2017,15203
46,,,Yes,,No,Yes,No,,,Actively Support,Strongly Disagree,"AVs will make the streets much safer for bicycles, walkers and nonAVs. Drivers are inherently dangerous and now even more so with the ""smart phone"".",02/22/2017 1:21:14 PM PST,Somewhat familiar,5.0,4.0,,No,No,,,,,,,To a large extent,,No,02/22/2017 1:13:33 PM PST,Approve,2017,15209
47,,,Yes,,Not sure,Yes,Yes,,,Neither Support nor Oppose,Neutral,"I would categorize my preferred position as cautious support or even passive support.  The resources of BikePGH need to continue to be on improving bicycle and pedestrian experience in Pittsburgh. To the extent that the robot cars aid that, support.  But to the extent that they take resources away from bikes, or even decrease the experience in PGH, I wouldn't want BikePGH to be in the tank of the AV so much that they can't successfully oppose them (ie: Peduto-position)",02/22/2017 1:20:00 PM PST,Somewhat familiar,5.0,3.0,,Yes,Yes,The Uber cars give wide berth when passing and are good at doing a full stop at stop signs.  They appear to be safe.,,,,,,To some extent,,Yes,02/22/2017 1:15:52 PM PST,Somewhat Approve,2017,15206
48,,,Yes,,No,Yes,Not sure,,,Actively Support,Agree,"AVs will make streets safer, if nothing else, by increasing the number of vehicles obeying the speed limit. Pgh Police essentially refuse to enforce speeding, the 4-foot rule, and other violations of roadway laws, so I see AVs as a great step toward safer, saner streets",02/22/2017 1:45:30 PM PST,Extremely familiar,5.0,2.0,,Yes,Yes,"AVs generally seem placid, and I'll presume this is a condition of operating under autonomous mode. However, I have also seem an Uber Volvo accelerate aggressively through an intersection to beat out an oncoming vehicle making a left turn across its path. I also have to assume this was the result of the engineer sitting behind the wheel of the Volvo, because AVs not programmed to speed and drive aggressively.",,,"In traffic safety, just as most other realms, humans are the wild card. You can enact all the rules and regs you want, but people's behavior easily can—and all too frequently does—negate the positive potential of safety measures. It's time to take humans out of the equation with cars. I don't see AVs as a disruptive technology. Rather, AVs are the natural evolution of the transportation market and safety mechanisms. If we can't tear Americans away from their love affair with the automobile, we must change the way automobiles operate, most especially in our cities. As a cyclist in Pittsburgh, every day I see drivers fail to exercise the restraint to wait behind a law-abiding cyclist for the opportunity to pass safely. We have laws about this. Laws that AVs will obey. The same goes for yielding to pedestrians and obeying speed limits. Human drivers have demonstrated their inability or refusal to follow the laws; a problem that is further compounded by my observation (from things yelled at me while biking, by drivers) that people just don't understand the rules of the road and how to operate within them. People don't understand the 4-foot rule, they don't understand the significance of sharrow positioning on the road, they don't fully grasp their rights or the rights of other legitimate road users. To be blunt, human drivers are dumb and they make the world dangerous for everyone outside their vehicle. And just to qualify things, FYI, I own a car, I live in the city, and I've driven trucks of all shapes and sizes as an occupation.",,,To a large extent,,Yes,02/22/2017 1:24:35 PM PST,Approve,2017,15232
49,,,Yes,,Yes,Yes,Yes,,,Actively Oppose,Strongly Disagree,,02/22/2017 1:39:00 PM PST,Not familiar at all,1.0,1.0,,Yes,Yes,,,,,,,Not at all,,Yes,02/22/2017 1:37:55 PM PST,Disapprove,2017,0
50,,,Yes,,No,Yes,Yes,,,Actively Support,Neutral,,02/22/2017 1:59:29 PM PST,Extremely familiar,4.0,2.0,,Yes,Yes,"I've been passed by AV's multiple times on Penn Ave through the Strip and they've been more courteous than your typical human driver. It also seems the give cyclists the right of way when they're making left turns in the cycle track portion of Penn Ave, but I can't be sure the driver had not taken over.",,"Pick your enemies wisely. While there will certainly be a learning curve with AV's human drivers have proven incapable or unwilling to accept people walking and riding. AV's will never honk or harass a rider. AV's will never close-pass to intimidate a rider. The sooner we can, safely, remove humans from behind the wheel the better.",,,,To a large extent,,Yes,02/22/2017 1:52:24 PM PST,Approve,2017,15212
51,,,Yes,,No,Not sure,Not sure,,,Neither Support nor Oppose,Neutral,,02/22/2017 2:12:20 PM PST,Somewhat familiar,5.0,5.0,,No,Yes,,,,,,,To a large extent,,Not sure,02/22/2017 2:11:03 PM PST,Approve,2017,15207
52,,,Maybe,,Not sure,Yes,Not sure,,,Neither Support nor Oppose,Agree,,02/22/2017 2:21:34 PM PST,Mostly Unfamiliar,1.0,1.0,,Yes,Yes,They relied too much on the line of the bike lane. It felt closer than any manned vehicle comes.,,,,,,To some extent,,Yes,02/22/2017 2:19:07 PM PST,Somewhat Disapprove,2017,15206
53,,,Yes,,No,Yes,No,,,Actively Support,Strongly Agree,The faster we can get drivers out of the driver role the better. These autonomous cars are so much safer. They will never pass a biker at 60mph to hurry up and get to a red light. The tech being pioneered with these cars will filter throughout industry. I would like to see bike pgh out front of the issue as a staunch supporter and also push for the information sharing between labs and city.,02/22/2017 2:26:13 PM PST,Somewhat familiar,5.0,2.0,,Yes,Yes,Normal city conditions,,,,,,To a large extent,,Not sure,02/22/2017 2:22:54 PM PST,Approve,2017,15224
54,,,No,,No,Yes,No,,,Neither Support nor Oppose,Neutral,,02/22/2017 2:47:03 PM PST,Somewhat familiar,5.0,5.0,,Not sure,Not sure,,,,,,,Not at all,,No,02/22/2017 2:44:37 PM PST,Approve,2017,15217
55,,,Yes,,No,Not sure,No,,,Neither Support nor Oppose,Disagree,,02/22/2017 3:31:49 PM PST,Somewhat familiar,5.0,5.0,,No,Yes,"i have had no negative interactions with AVs while walking in oakland, squirrel hill, greenfield, or downtown.  I have seen no problems with bikers, walkers, or other vehicles.",,,"Some of the questions in this survey are very leading. That, combined with using a convenience sample, will make your results inaccurate and unreliable.",,,To some extent,,Yes,02/22/2017 3:27:28 PM PST,Approve,2017,15207
56,,,Maybe,,No,Yes,Not sure,,,No Opinion,Neutral,,02/22/2017 3:31:19 PM PST,Mostly familiar,3.0,3.0,,No,No,,,Uber pups pay the city taxes for using public streets.,,,,To a moderate extent,,Yes,02/22/2017 3:28:44 PM PST,Somewhat Disapprove,2017,15201
57,,,Yes,,No,Yes,Yes,,,Actively Support,Agree,"I might not fully trust them now, but I have strong hopes that they will drastically improve traffic fatalities and would feel more comfortable biking next to an AV. It's the future and you should start having a voice in the space as this tech has the capacity to vastly change our traffic infrastructure needs.",02/22/2017 4:11:42 PM PST,Mostly familiar,5.0,2.0,,No,Yes,"Saw it while crossing the street. First thought was being worried it wouldn't notice me, but I was through the intersection before it got there.",,,,,,To a moderate extent,,Not sure,02/22/2017 4:03:53 PM PST,Approve,2017,15234
58,,,Yes,,Yes,Yes,Yes,,,No Opinion,Agree,,02/22/2017 5:12:54 PM PST,Mostly familiar,3.0,4.0,,Yes,No,"Most drivers realize that Pittsburgh is becoming a cyclist town and there's not much they can change, on the other hand there still are some hagfish out there",,,,,,To some extent,,Not sure,02/22/2017 5:08:58 PM PST,Approve,2017,15224
59,,,Yes,,No,No,Yes,,,Neither Support nor Oppose,Neutral,As long as the AVs do not slow or stop the evolution of biking lanes and biking opportunities in Pittsburgh.,02/22/2017 5:37:54 PM PST,Somewhat familiar,4.0,4.0,,No,No,,,,,,,To some extent,,Not sure,02/22/2017 5:29:30 PM PST,Disapprove,2017,15203
60,,,Yes,,No,Yes,No,,,Actively Support,Neutral,They will be safer than human drivers.,02/22/2017 5:36:37 PM PST,Somewhat familiar,5.0,4.0,,No,Not sure,,,,,,,To a moderate extent,,Yes,02/22/2017 5:34:49 PM PST,Approve,2017,15217
61,,,Yes,,Not sure,No,No,,,Neither Support nor Oppose,Agree,BikePGH is in a unique position to collaborate with AV creators to ensure bicycle/pedestrian safety is a top priority. However at this time I do not really think that BikePGH should actively support or oppose them.,02/22/2017 5:54:23 PM PST,Mostly familiar,3.0,3.0,,No,Yes,Was walking in strip district and an AV was stopped at a red light.,,,,,,To a moderate extent,,Yes,02/22/2017 5:45:10 PM PST,Somewhat Approve,2017,15238
62,,,Yes,,No,No,No,,,Actively Support,Strongly Disagree,,02/22/2017 5:55:02 PM PST,Extremely familiar,5.0,5.0,,Yes,Yes,,,,,,,To a large extent,,Not sure,02/22/2017 5:53:42 PM PST,Approve,2017,15222
63,,,No,,No,No,No,,,Actively Oppose,Neutral,"It's simple, they are not a trustworthy entity ethically nor are they providing any services that aren't already provided by the city or the taxi industry.",02/22/2017 6:04:04 PM PST,Somewhat familiar,1.0,2.0,,Yes,Yes,Fuck Uber,,Don't permit AVs under any circumstance,Ban them,,,To a moderate extent,,No,02/22/2017 5:59:59 PM PST,Disapprove,2017,15201
64,,,Not sure,,Yes,Not sure,Not sure,,,Neither Support nor Oppose,Neutral,,02/22/2017 6:15:05 PM PST,Somewhat familiar,2.0,2.0,,No,Yes,AVs required human maneuver when there was a bus or another vehicle in the way.,,The ability to manually takeover AVs.,Why don't we bring back the electric trolleys?,,,To little extent,,Yes,02/22/2017 6:06:17 PM PST,Disapprove,2017,15222
65,,,Yes,,Not sure,No,Yes,,,Actively Support,Agree,Actively support but advocate for cyclists in the development of technology and regulations.,02/22/2017 6:13:32 PM PST,Somewhat familiar,5.0,4.0,,No,No,,,,,,,To some extent,,Yes,02/22/2017 6:10:34 PM PST,Approve,2017,15207
66,,,Yes,,No,Yes,Yes,,,Neither Support nor Oppose,Agree,Too early to tell,02/22/2017 6:41:17 PM PST,Mostly familiar,4.0,3.0,,Yes,Yes,No problems,,,I've ridden in an AV Uber along Penn Avenue at night - it picked up a cyclist in the bike lane before I saw him with my eyes,,,To a moderate extent,,Yes,02/22/2017 6:38:40 PM PST,Somewhat Approve,2017,15205
67,,,Yes,,Not sure,Yes,Yes,,,Actively Support,Neutral,I have almost no doubt that AVs will have some issues but drivers now are absolutely terrible at driving as I witness countless instances of dangerous driving every day. The social benefits in terms of safety and efficiency should be encouraged.,02/22/2017 6:47:47 PM PST,Somewhat familiar,4.0,4.0,,Yes,No,"None of my interactions with AVs have been negative. If anything, they are more cautious around cyclists but I am pretty sure this is because they are being driven manually by the staff member in the car. I was told they will not pass cyclists and the human driver currently has to take over.",,,,,,To a large extent,,Yes,02/22/2017 6:42:53 PM PST,Somewhat Approve,2017,15201
